Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2017/11/16, 14:57:37, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:57:38, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:57:39, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:57:40, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:57:41, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:57:43, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:57:44, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:57:46, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:57:47, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:57:49, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:57:50, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:57:52, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:57:53, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:57:54, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:57:55, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:57:56, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:57:57, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:57:58, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:57:59, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:01, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:02, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:03, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:04, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:05, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:07, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:08, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:09, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:10, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:11, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:12, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:13, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:14, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:16, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:17, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:18, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:19, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:20, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:22, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:23, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:25, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:26, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:27, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:28, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:29, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:31, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:32, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:33, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:34, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:35, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:37, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:38, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:40, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:41, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:43, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:44, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:45, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:46, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:47, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:48, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:50, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:52, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:53, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:55, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:56, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:58, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:58:59, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:00, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:01, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:02, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:03, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:05, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:07, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:08, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:10, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:11, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:13, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:14, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:15, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:16, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:17, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:18, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:19, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:20, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:22, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:23, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:25, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:26, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:28, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:29, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:30, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:31, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:32, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:33, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:34, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:35, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:37, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:38, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:39, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:40, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:41, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:43, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:44, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:45, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:46, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:47, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:49, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:50, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:52, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:53, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:54, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:55, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:56, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:58, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 14:59:59, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:00, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:01, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:02, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:03, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:04, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:05, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:07, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:08, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:10, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:11, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:13, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:14, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:16, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:17, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:18, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:20, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:22, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:23, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:25, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:26, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:27, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:28, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:29, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:31, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:32, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:34, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:35, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:36, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:37, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:38, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:40, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:41, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:42, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:43, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:44, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:46, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:47, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:48, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:50, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:52, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:53, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:55, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:56, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:57, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:58, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:00:59, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:01, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:02, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:03, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:04, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:05, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:07, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:08, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:10, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:11, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:13, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:14, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:15, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:16, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:17, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:19, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:20, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:22, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:23, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:24, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:25, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:26, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:27, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:28, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:29, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:30, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:31, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:32, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:34, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:35, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:36, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:37, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:38, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:40, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:41, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:42, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:43, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:44, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:45, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:46, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:47, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:49, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:50, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:51, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:52, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:53, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:54, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:56, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:58, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:01:59, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:01, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:02, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:03, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:05, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:07, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:08, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:09, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:10, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:11, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:13, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:14, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:16, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:17, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:18, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:19, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:20, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:22, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:23, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:24, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:25, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:26, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:27, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:28, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:29, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:30, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:31, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:32, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:34, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:35, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:36, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:37, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:38, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:40, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:41, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:43, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:44, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:46, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:47, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:48, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:50, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:52, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:53, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:55, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:56, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:57, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:58, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:02:59, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:03:01, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:03:02, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:03:03, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:03:05, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:03:07, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:03:08, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:03:10, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:03:11, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:03:12, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:03:13, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:03:14, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:03:16, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:03:17, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:03:18, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:03:20, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:03:22, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:03:23, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:03:24, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:03:25, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:03:26, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:03:28, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:03:29, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:03:31, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:03:32, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:03:33, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:03:35, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:03:37, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
2017/11/16, 15:03:38, 53.216770, -4.173361, 65.11,  0.00, 224, 0, 0.00, 
